Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds
997,3632,285,64,41,9999,0,980,0,3835,3758,3,2,2419,441,2000,0,0,74,72,52,0,34,0,0,0,1440,1584,1114,719,0,13,26,23,38,38,5,4,13,9,14,0,0,10437,388,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,3632,285,64,41,9999,0,1100,0,3835,4218,2,2,2419,441,2000,0,0,71,72,40,0,38,0,0,0,1440,1584,1113,717,0,9,43,55,50,71,4,9,5,13,14,0,0,10437,388,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,3632,285,64,41,9999,0,948,0,3835,3635,2,2,2419,441,2000,0,0,72,72,39,0,0,0,0,0,1440,1584,1191,713,0,9,30,42,50,38,9,5,0,9,15,0,0,10437,388,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,3632,285,64,41,9999,0,1298,0,3835,4977,3,2,1382,441,1353,0,0,16,72,39,0,0,30,0,0,1440,1584,1146,714,0,38,42,26,23,39,30,31,38,9,6,0,0,10437,388,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,3632,285,64,41,9999,0,936,0,3835,3589,3,2,1478,441,1353,0,0,16,72,39,0,0,30,0,0,1440,1584,1146,714,0,38,42,26,23,39,30,31,38,9,6,0,0,10437,388,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,3632,285,64,41,9999,0,961,0,3835,3685,3,2,1478,441,1353,0,0,16,72,40,0,0,30,0,0,1440,1584,1146,714,0,38,42,26,23,39,30,31,38,9,6,0,0,10437,388,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,3632,285,64,41,9999,0,1036,0,3835,3973,4,2,1478,441,2000,0,0,16,72,40,0,8,68,0,0,1440,1584,425,716,0,63,38,35,17,36,10,31,63,13,5,0,0,10437,388,0,230,46,277,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998,3632,285,63,40,9999,0,1256,0,3850,4835,4,2,1478,441,2000,0,0,6,72,48,0,10,64,0,0,1440,1584,134,724,0,60,35,33,29,21,33,40,60,13,7,0,0,10437,388,0,230,46,277,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8998,3632,285,63,40,9999,0,971,0,3850,3738,4,2,1478,441,1804,0,0,56,72,37,0,21,2,0,0,1440,1584,135,724,0,19,47,17,21,19,19,10,18,9,7,0,0,10437,388,0,230,46,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9998,3632,285,63,40,9999,0,1038,0,3850,3996,4,2,1478,441,1353,0,0,56,72,38,0,21,2,0,0,1440,1584,135,724,0,19,47,17,21,19,19,10,18,9,7,0,0,10437,388,0,230,46,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10998,3632,285,63,40,9999,0,944,0,3850,3634,4,2,1478,490,1353,0,0,56,72,38,0,21,2,0,0,1440,1584,135,724,0,19,47,17,21,19,19,10,18,9,7,0,0,10437,388,0,230,46,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11998,3632,285,63,40,9999,0,949,0,3850,3653,4,2,1478,490,1353,0,0,56,72,37,0,21,2,0,0,1440,1584,135,724,0,19,47,17,21,19,19,10,18,9,7,0,0,10437,388,0,230,46,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12999,3632,285,63,40,9999,0,936,0,3850,3603,4,2,1382,490,1353,0,0,56,72,38,0,21,2,0,0,1440,1584,135,724,0,19,47,17,21,19,19,10,18,9,7,0,0,10437,388,0,230,46,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13999,3632,285,63,40,9999,0,1145,0,3850,4408,4,3,1478,490,2000,0,0,68,72,54,4,4,57,0,0,1440,1584,11675,959,0,30,33,36,13,18,26,19,30,5,92,0,0,10437,388,0,230,46,277,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14999,3632,285,63,40,9999,0,1500,0,3850,6017,4,3,1478,490,1353,0,0,54,72,55,0,0,6,0,0,1440,1584,13559,922,0,26,7,27,21,30,5,22,26,4,97,0,0,10437,388,0,230,46,277,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15999,3632,285,63,40,9999,0,1500,0,3810,6202,3,3,1478,490,1353,0,0,65,72,52,0,0,14,0,0,1440,1584,13925,990,0,19,27,44,21,21,10,19,10,5,97,0,0,10437,388,0,230,46,277,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16999,3632,285,63,40,9999,0,1500,0,3810,6393,4,3,1478,490,1555,0,0,54,72,52,0,0,20,0,0,1440,1584,13391,981,0,26,33,27,33,21,14,26,14,13,97,0,0,10437,388,0,230,46,277,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17999,3632,285,63,40,9999,0,1500,0,3806,5948,4,3,1382,490,1555,0,0,65,72,52,0,0,12,0,0,1440,1584,14933,1023,0,15,29,36,21,15,14,14,15,5,89,0,0,10437,388,0,230,46,277,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19000,3632,285,63,40,9999,0,1500,0,3806,5887,3,3,1382,490,1555,0,0,56,72,52,0,0,14,0,0,1440,1584,12539,960,0,30,35,31,18,36,19,26,30,9,98,0,0,10437,388,0,230,46,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20008,2798,1163,63,40,9999,0,1500,0,3806,6344,3,3,1171,490,1555,0,0,70,72,51,0,0,1,0,0,1440,1584,12640,997,0,30,18,33,42,35,30,22,23,9,99,0,0,11269,1278,0,1095,53,1148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20999,2798,1163,63,40,9999,0,1500,0,3806,6211,2,3,1171,490,1353,0,0,70,72,54,0,0,11,0,0,1440,1584,15239,1017,0,19,29,47,27,16,19,14,14,5,90,0,0,11269,1278,0,1095,53,1148,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21999,2798,1163,63,40,9999,0,1500,0,3806,6043,3,3,1382,490,1555,0,0,60,72,52,0,0,23,0,0,1440,1584,14861,1037,0,85,23,39,30,26,4,9,85,9,36,0,0,11269,1278,0,1095,53,1148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22999,2798,1163,63,40,9999,0,1500,0,3806,5724,4,3,1478,490,1555,0,0,35,72,52,0,0,40,0,0,1440,1584,19561,1092,0,19,42,11,30,11,5,19,14,5,77,0,0,11269,1278,0,1095,53,1148,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
