FPS
60
60
60
60
60
60
61
59
61
59
61
60
59
60
60
60
60
60
60
60
60
60
61
60
59
60
60
60
60
61
59
61
59
60
60
60
60
61
59
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
