FrameIndex,NumFramePresents,NumMisPresented,NumDroppedFrames,ReprojectionFlags,SystemTimeInSeconds,PreSubmitGpuMs,PostSubmitGpuMs,TotalRenderGpuMs,CompositorRenderGpuMs,CompositorRenderCpuMs,CompositorIdleCpuMs,ClientFrameIntervalMs,PresentCallCpuMs,WaitForPresentCpuMs,SubmitFrameMs,WaitGetPosesCalledMs,NewPosesReadyMs,NewFrameReadyMs,CompositorUpdateStartMs,CompositorUpdateEndMs,CompositorRenderStartMs
11875,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.622600,0.000000,0.000000,0.382300,0.005200,0.000000,0.000000,0.000000,0.000000,6.075589,8.602389,6.100389
11876,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.375700,0.000000,0.000000,0.376500,0.005700,0.000000,0.000000,0.000000,0.000000,5.861389,8.345289,5.875089
11877,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.365400,0.000000,0.000000,0.352200,0.004600,0.000000,0.000000,0.000000,0.000000,5.860989,8.346189,5.875789
11878,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.345000,0.000000,0.000000,0.295400,0.005000,0.000000,0.000000,0.000000,0.000000,5.861089,8.248889,5.874589
11879,1,0,0,4,0.000000,0.000000,0.000000,1.227776,1.227776,0.537100,0.000000,0.000000,0.519500,0.006400,0.000000,0.000000,0.000000,0.000000,5.863889,8.581689,5.883288
11880,1,0,0,4,0.000000,0.000000,0.000000,1.380352,1.380352,0.465700,0.000000,0.000000,0.482000,0.006000,0.000000,0.000000,0.000000,0.000000,5.760889,8.613989,5.781589
11881,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.418000,0.000000,0.000000,0.374300,0.005100,0.000000,0.000000,0.000000,0.000000,5.647389,8.134588,5.670089
11882,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.374000,0.000000,0.000000,0.327700,0.004600,0.000000,0.000000,0.000000,0.000000,5.645288,8.068588,5.661689
11883,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.528400,0.000000,0.000000,0.328700,0.005500,0.000000,0.000000,0.000000,0.000000,5.647988,8.097589,5.667288
11884,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.371100,0.000000,0.000000,0.323300,0.005100,0.000000,0.000000,0.000000,0.000000,5.644589,8.060689,5.654489
11885,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.347200,0.000000,0.000000,0.328900,0.004900,0.000000,0.000000,0.000000,0.000000,5.644689,8.074389,5.658088
11886,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.338000,0.000000,0.000000,0.317600,0.005500,0.000000,0.000000,0.000000,0.000000,5.644789,8.053589,5.659389
11887,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.327900,0.000000,0.000000,0.296900,0.004800,0.000000,0.000000,0.000000,0.000000,5.644389,8.029688,5.658788
11888,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.332000,0.000000,0.000000,0.303400,0.005300,0.000000,0.000000,0.000000,0.000000,5.644788,8.057889,5.658588
11889,1,0,0,4,0.000000,0.000000,0.000000,1.225728,1.225728,0.337100,0.000000,0.000000,0.286900,0.005500,0.000000,0.000000,0.000000,0.000000,5.645489,8.016989,5.661489
11890,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.329100,0.000000,0.000000,0.275800,0.005500,0.000000,0.000000,0.000000,0.000000,5.644689,8.010288,5.659988
11891,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.336200,0.000000,0.000000,0.294400,0.013400,0.000000,0.000000,0.000000,0.000000,5.648088,8.019988,5.663289
11892,1,0,0,4,0.000000,0.000000,0.000000,1.227776,1.227776,0.324100,0.000000,0.000000,0.283100,0.011000,0.000000,0.000000,0.000000,0.000000,5.644689,8.025489,5.658189
11893,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.312900,0.000000,0.000000,0.271500,0.005200,0.000000,0.000000,0.000000,0.000000,5.645489,7.983189,5.659289
11894,1,0,0,4,0.000000,0.000000,0.000000,1.363968,1.363968,0.556700,0.000000,0.000000,0.293600,0.012700,0.000000,0.000000,0.000000,0.000000,5.651588,8.091788,5.687988
11895,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.310700,0.000000,0.000000,0.271400,0.012900,0.000000,0.000000,0.000000,0.000000,5.644588,7.982288,5.659988
11896,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.331300,0.000000,0.000000,0.266900,0.013300,0.000000,0.000000,0.000000,0.000000,5.653589,8.064689,5.686789
11897,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.309400,0.000000,0.000000,0.420400,0.004900,0.000000,0.000000,0.000000,0.000000,5.651088,8.214788,5.666288
11898,1,0,0,4,0.000000,0.000000,0.000000,1.227776,1.227776,0.302400,0.000000,0.000000,0.283000,0.004700,0.000000,0.000000,0.000000,0.000000,5.644488,8.003489,5.658389
11899,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.311300,0.000000,0.000000,0.274100,0.004400,0.000000,0.000000,0.000000,0.000000,5.645189,7.990489,5.661089
11900,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.342200,0.000000,0.000000,0.276700,0.011300,0.000000,0.000000,0.000000,0.000000,5.646289,8.000089,5.666689
11901,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.344600,0.000000,0.000000,0.267200,0.012600,0.000000,0.000000,0.000000,0.000000,5.645188,7.991788,5.661388
11902,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.324400,0.000000,0.000000,0.261200,0.005100,0.000000,0.000000,0.000000,0.000000,5.645188,7.983088,5.660589
11903,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.352100,0.000000,0.000000,0.265100,0.004100,0.000000,0.000000,0.000000,0.000000,5.645188,7.990488,5.659988
11904,1,0,0,4,0.000000,0.000000,0.000000,1.228800,1.228800,0.310500,0.000000,0.000000,0.273700,0.005200,0.000000,0.000000,0.000000,0.000000,5.644689,7.987988,5.658988
11905,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.404300,0.000000,0.000000,0.269900,0.005500,0.000000,0.000000,0.000000,0.000000,5.645588,7.992389,5.663088
11906,1,0,0,4,0.000000,0.000000,0.000000,1.362944,1.362944,0.319300,0.000000,0.000000,0.251600,0.013500,0.000000,0.000000,0.000000,0.000000,5.651488,8.044489,5.682189
11907,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.330500,0.000000,0.000000,0.277100,0.005100,0.000000,0.000000,0.000000,0.000000,5.644988,7.999888,5.660988
11908,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.336400,0.000000,0.000000,0.265700,0.014500,0.000000,0.000000,0.000000,0.000000,5.671689,7.977489,5.714088
11909,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.304900,0.000000,0.000000,0.262300,0.010800,0.000000,0.000000,0.000000,0.000000,5.682789,7.975989,5.695389
11910,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.321800,0.000000,0.000000,0.268800,0.005200,0.000000,0.000000,0.000000,0.000000,5.702388,7.985188,5.718489
11911,1,0,0,4,0.000000,0.000000,0.000000,1.218560,1.218560,0.307100,0.000000,0.000000,0.253600,0.005700,0.000000,0.000000,0.000000,0.000000,5.708789,7.960888,5.723889
11912,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.391900,0.000000,0.000000,0.334600,0.007400,0.000000,0.000000,0.000000,0.000000,5.710088,8.094289,5.726988
11913,1,0,0,4,0.000000,0.000000,0.000000,1.225728,1.225728,0.385400,0.000000,0.000000,0.349900,0.005700,0.000000,0.000000,0.000000,0.000000,5.768788,8.176888,5.785088
11914,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.426100,0.000000,0.000000,0.375900,0.005200,0.000000,0.000000,0.000000,0.000000,5.826989,8.309690,5.844789
11915,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.467600,0.000000,0.000000,0.338100,0.005600,0.000000,0.000000,0.000000,0.000000,5.885489,8.257389,5.899789
11916,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.360900,0.000000,0.000000,0.357900,0.013000,0.000000,0.000000,0.000000,0.000000,5.919888,8.315989,5.933589
11917,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.358000,0.000000,0.000000,0.300300,0.017900,0.000000,0.000000,0.000000,0.000000,5.920188,8.271189,5.935488
11918,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.349500,0.000000,0.000000,0.270800,0.004700,0.000000,0.000000,0.000000,0.000000,5.919689,8.211390,5.934089
11919,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.327700,0.000000,0.000000,0.266500,0.004200,0.000000,0.000000,0.000000,0.000000,5.919888,8.202689,5.934988
11920,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.353200,0.000000,0.000000,0.281000,0.005800,0.000000,0.000000,0.000000,0.000000,5.920989,8.220589,5.937589
11921,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.310300,0.000000,0.000000,0.252200,0.004600,0.000000,0.000000,0.000000,0.000000,5.920289,8.181289,5.936089
11922,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.303300,0.000000,0.000000,0.325100,0.005200,0.000000,0.000000,0.000000,0.000000,5.919988,8.253288,5.934588
11923,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.334800,0.000000,0.000000,0.277800,0.012500,0.000000,0.000000,0.000000,0.000000,5.919688,8.207388,5.934388
11924,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.374900,0.000000,0.000000,0.286700,0.012400,0.000000,0.000000,0.000000,0.000000,5.920088,8.213988,5.935888
11925,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.347300,0.000000,0.000000,0.268400,0.012300,0.000000,0.000000,0.000000,0.000000,5.919888,8.206788,5.935789
11926,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.301500,0.000000,0.000000,0.240900,0.004100,0.000000,0.000000,0.000000,0.000000,5.919888,8.162788,5.934288
11927,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.299000,0.000000,0.000000,0.267600,0.014700,0.000000,0.000000,0.000000,0.000000,5.936989,8.188688,5.950188
11928,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.301100,0.000000,0.000000,0.254900,0.012100,0.000000,0.000000,0.000000,0.000000,5.953889,8.183289,5.970089
11929,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.300000,0.000000,0.000000,0.235600,0.005200,0.000000,0.000000,0.000000,0.000000,5.970788,8.153289,5.984488
11930,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.300700,0.000000,0.000000,0.247400,0.004200,0.000000,0.000000,0.000000,0.000000,6.041288,8.229589,6.055688
11931,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.298000,0.000000,0.000000,0.259300,0.004900,0.000000,0.000000,0.000000,0.000000,6.071689,8.249889,6.084489
11932,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.347700,0.000000,0.000000,0.260100,0.005400,0.000000,0.000000,0.000000,0.000000,6.079888,8.255089,6.096788
11933,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.311200,0.000000,0.000000,0.268200,0.004700,0.000000,0.000000,0.000000,0.000000,6.078589,8.264389,6.091689
11934,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.310000,0.000000,0.000000,0.294600,0.005700,0.000000,0.000000,0.000000,0.000000,6.078988,8.292089,6.093988
11935,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.356300,0.000000,0.000000,0.321100,0.013100,0.000000,0.000000,0.000000,0.000000,6.079489,8.328489,6.095789
11936,1,0,0,4,0.000000,0.000000,0.000000,1.216512,1.216512,0.336000,0.000000,0.000000,0.263500,0.013900,0.000000,0.000000,0.000000,0.000000,6.078989,8.256289,6.093589
11937,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.321100,0.000000,0.000000,0.265300,0.011500,0.000000,0.000000,0.000000,0.000000,6.078789,8.259589,6.092789
11938,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.309900,0.000000,0.000000,0.248600,0.013800,0.000000,0.000000,0.000000,0.000000,6.079889,8.238090,6.094189
11939,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.306200,0.000000,0.000000,0.240200,0.005100,0.000000,0.000000,0.000000,0.000000,6.080989,8.227889,6.095389
11940,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.382000,0.000000,0.000000,0.288000,0.005000,0.000000,0.000000,0.000000,0.000000,6.079488,8.299189,6.096789
11941,1,0,0,4,0.000000,0.000000,0.000000,1.218560,1.218560,0.355300,0.000000,0.000000,0.329400,0.005300,0.000000,0.000000,0.000000,0.000000,6.079288,8.329589,6.094589
11942,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.365200,0.000000,0.000000,0.335900,0.005300,0.000000,0.000000,0.000000,0.000000,6.079189,8.351689,6.093889
11943,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.383100,0.000000,0.000000,0.333200,0.004900,0.000000,0.000000,0.000000,0.000000,6.079889,8.360389,6.096289
11944,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.356900,0.000000,0.000000,0.338900,0.012300,0.000000,0.000000,0.000000,0.000000,6.081388,8.343088,6.098888
11945,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.317100,0.000000,0.000000,0.272300,0.005500,0.000000,0.000000,0.000000,0.000000,6.078988,8.272689,6.092789
11946,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.318900,0.000000,0.000000,0.263900,0.005100,0.000000,0.000000,0.000000,0.000000,6.078989,8.266489,6.093289
11947,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.313800,0.000000,0.000000,0.258100,0.012700,0.000000,0.000000,0.000000,0.000000,6.120089,8.276488,6.135388
11948,1,0,0,4,0.000000,0.000000,0.000000,1.218560,1.218560,0.313300,0.000000,0.000000,0.250400,0.014600,0.000000,0.000000,0.000000,0.000000,6.126189,8.268689,6.141689
11949,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.326400,0.000000,0.000000,0.245500,0.012300,0.000000,0.000000,0.000000,0.000000,6.162289,8.292689,6.175589
11950,1,0,0,4,0.000000,0.000000,0.000000,1.218560,1.218560,0.350300,0.000000,0.000000,0.263900,0.014500,0.000000,0.000000,0.000000,0.000000,6.174688,8.306488,6.188188
11951,1,0,0,4,0.000000,0.000000,0.000000,1.217536,1.217536,0.342000,0.000000,0.000000,0.243400,0.013800,0.000000,0.000000,0.000000,0.000000,6.189489,8.282688,6.202989
11952,1,0,0,4,0.000000,0.000000,0.000000,1.394688,1.394688,0.301900,0.000000,0.000000,0.399100,0.014500,0.000000,0.000000,0.000000,0.000000,6.204389,8.636189,6.218889
11953,1,0,0,4,0.000000,0.000000,0.000000,1.218560,1.218560,0.314500,0.000000,0.000000,0.272900,0.013100,0.000000,0.000000,0.000000,0.000000,5.991989,8.098188,6.007689
11954,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.308100,0.000000,0.000000,0.270100,0.012600,0.000000,0.000000,0.000000,0.000000,5.991389,8.088589,6.006389
11955,1,0,0,4,0.000000,0.000000,0.000000,1.218560,1.218560,0.299100,0.000000,0.000000,0.310200,0.005600,0.000000,0.000000,0.000000,0.000000,5.991289,8.124989,6.004588
11956,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.312600,0.000000,0.000000,0.278700,0.005200,0.000000,0.000000,0.000000,0.000000,5.991688,8.103688,6.005888
11957,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.304500,0.000000,0.000000,0.263700,0.014500,0.000000,0.000000,0.000000,0.000000,5.991488,8.081388,6.005889
11958,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.301000,0.000000,0.000000,0.266400,0.013700,0.000000,0.000000,0.000000,0.000000,5.991488,8.086788,6.004988
11959,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.300800,0.000000,0.000000,0.265100,0.005100,0.000000,0.000000,0.000000,0.000000,5.991088,8.081588,6.004288
11960,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.388900,0.000000,0.000000,0.252900,0.005200,0.000000,0.000000,0.000000,0.000000,5.992689,8.090389,6.010489
11961,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.373300,0.000000,0.000000,0.424100,0.005700,0.000000,0.000000,0.000000,0.000000,5.989388,8.287389,6.007089
11962,1,0,0,4,0.000000,0.000000,0.000000,1.390592,1.390592,0.374200,0.000000,0.000000,0.312200,0.014800,0.000000,0.000000,0.000000,0.000000,5.986788,8.321689,6.002288
11963,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.369300,0.000000,0.000000,0.304800,0.014600,0.000000,0.000000,0.000000,0.000000,5.985189,8.144189,5.999889
11964,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.354600,0.000000,0.000000,0.272400,0.005300,0.000000,0.000000,0.000000,0.000000,5.985488,8.103189,5.999888
11965,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.369200,0.000000,0.000000,0.332700,0.014700,0.000000,0.000000,0.000000,0.000000,5.987188,8.185988,6.004688
11966,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.369400,0.000000,0.000000,0.307600,0.005000,0.000000,0.000000,0.000000,0.000000,5.985988,8.155888,6.002488
11967,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.353700,0.000000,0.000000,0.289300,0.004800,0.000000,0.000000,0.000000,0.000000,5.990788,8.111988,6.006189
11968,1,0,0,4,0.000000,0.000000,0.000000,1.217536,1.217536,0.349500,0.000000,0.000000,0.260400,0.005600,0.000000,0.000000,0.000000,0.000000,5.985289,8.074588,5.998888
11969,1,0,0,4,0.000000,0.000000,0.000000,1.360896,1.360896,0.423700,0.000000,0.000000,0.308100,0.005300,0.000000,0.000000,0.000000,0.000000,5.993088,8.265489,6.030689
11970,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.311500,0.000000,0.000000,0.278000,0.004300,0.000000,0.000000,0.000000,0.000000,5.947089,8.107388,5.961988
11971,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.304200,0.000000,0.000000,0.315200,0.005000,0.000000,0.000000,0.000000,0.000000,5.946188,8.137789,5.958988
11972,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.358000,0.000000,0.000000,0.295700,0.005500,0.000000,0.000000,0.000000,0.000000,5.946488,8.206788,5.962288
11973,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.373400,0.000000,0.000000,0.282700,0.013700,0.000000,0.000000,0.000000,0.000000,5.947289,8.124589,5.964589
11974,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.303500,0.000000,0.000000,0.269200,0.014500,0.000000,0.000000,0.000000,0.000000,5.946589,8.082688,5.961989
11975,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.308600,0.000000,0.000000,0.268500,0.013900,0.000000,0.000000,0.000000,0.000000,5.947388,8.096189,5.963288
11976,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.300400,0.000000,0.000000,0.244500,0.011500,0.000000,0.000000,0.000000,0.000000,5.946188,8.061288,5.959688
11977,1,0,0,4,0.000000,0.000000,0.000000,1.219584,1.219584,0.311100,0.000000,0.000000,0.254100,0.013100,0.000000,0.000000,0.000000,0.000000,5.947188,8.070589,5.962789
11978,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.331500,0.000000,0.000000,0.264100,0.005300,0.000000,0.000000,0.000000,0.000000,5.945989,8.093289,5.959989
11979,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.312200,0.000000,0.000000,0.246600,0.005500,0.000000,0.000000,0.000000,0.000000,5.946488,8.080889,5.961689
11980,1,0,0,4,0.000000,0.000000,0.000000,1.361920,1.361920,0.381800,0.000000,0.000000,0.275700,0.014400,0.000000,0.000000,0.000000,0.000000,5.953189,8.189289,5.988889
11981,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.324300,0.000000,0.000000,0.244100,0.005900,0.000000,0.000000,0.000000,0.000000,5.945789,8.061588,5.960089
11982,1,0,0,4,0.000000,0.000000,0.000000,1.395712,1.395712,0.352800,0.000000,0.000000,0.280900,0.005900,0.000000,0.000000,0.000000,0.000000,5.948189,8.300989,5.962889
11983,1,0,0,4,0.000000,0.000000,0.000000,1.217536,1.217536,0.319800,0.000000,0.000000,0.276600,0.004900,0.000000,0.000000,0.000000,0.000000,5.947289,8.104788,5.963089
11984,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.328300,0.000000,0.000000,0.256200,0.005000,0.000000,0.000000,0.000000,0.000000,5.947189,8.086489,5.960889
11985,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.301400,0.000000,0.000000,0.257800,0.005700,0.000000,0.000000,0.000000,0.000000,6.003088,8.178188,6.017788
11986,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.302700,0.000000,0.000000,0.256800,0.013100,0.000000,0.000000,0.000000,0.000000,6.030589,8.154789,6.045289
11987,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.297800,0.000000,0.000000,0.273100,0.010800,0.000000,0.000000,0.000000,0.000000,6.030089,8.179189,6.043289
11988,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.299800,0.000000,0.000000,0.253800,0.011000,0.000000,0.000000,0.000000,0.000000,6.031488,8.160289,6.044789
11989,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.332200,0.000000,0.000000,0.294300,0.005800,0.000000,0.000000,0.000000,0.000000,6.029989,8.205189,6.042388
11990,1,0,0,4,0.000000,0.000000,0.000000,1.220608,1.220608,0.342900,0.000000,0.000000,0.267200,0.011200,0.000000,0.000000,0.000000,0.000000,6.030889,8.174789,6.046489
11991,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.433900,0.000000,0.000000,0.269000,0.004100,0.000000,0.000000,0.000000,0.000000,6.032289,8.186389,6.048688
11992,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.298100,0.000000,0.000000,0.240000,0.011800,0.000000,0.000000,0.000000,0.000000,6.024688,8.142388,6.037388
11993,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.358500,0.000000,0.000000,0.250800,0.005600,0.000000,0.000000,0.000000,0.000000,6.025988,8.163388,6.044988
11994,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.289900,0.000000,0.000000,0.252800,0.012300,0.000000,0.000000,0.000000,0.000000,6.024589,8.145789,6.038289
11995,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.342800,0.000000,0.000000,0.282700,0.005000,0.000000,0.000000,0.000000,0.000000,6.040188,8.193989,6.056788
11996,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.285600,0.000000,0.000000,0.247400,0.004900,0.000000,0.000000,0.000000,0.000000,6.037488,8.156789,6.048789
11997,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.298600,0.000000,0.000000,0.246500,0.010400,0.000000,0.000000,0.000000,0.000000,6.038888,8.169188,6.054188
11998,1,0,0,4,0.000000,0.000000,0.000000,1.221632,1.221632,0.287100,0.000000,0.000000,0.238300,0.014100,0.000000,0.000000,0.000000,0.000000,6.038089,8.145189,6.050689
11999,1,0,0,4,0.000000,0.000000,0.000000,1.223680,1.223680,0.295900,0.000000,0.000000,0.239300,0.010800,0.000000,0.000000,0.000000,0.000000,6.039189,8.144689,6.054589
12000,1,0,0,4,0.000000,0.000000,0.000000,1.228800,1.228800,0.367300,0.000000,0.000000,0.263000,0.011600,0.000000,0.000000,0.000000,0.000000,6.039289,8.187189,6.055089
12001,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.305200,0.000000,0.000000,0.255200,0.005600,0.000000,0.000000,0.000000,0.000000,6.038188,8.166088,6.052188
12002,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.661300,0.000000,0.000000,0.366900,0.005000,0.000000,0.000000,0.000000,0.000000,6.044089,8.609089,6.104689
12003,1,0,0,4,0.000000,0.000000,0.000000,1.227776,1.227776,0.417300,0.000000,0.000000,0.370300,0.006100,0.000000,0.000000,0.000000,0.000000,5.809789,8.354888,5.826889
12004,1,0,0,4,0.000000,0.000000,0.000000,1.225728,1.225728,0.399900,0.000000,0.000000,0.346700,0.004900,0.000000,0.000000,0.000000,0.000000,5.809888,8.308888,5.824588
12005,1,0,0,4,0.000000,0.000000,0.000000,1.225728,1.225728,0.380300,0.000000,0.000000,0.311600,0.004500,0.000000,0.000000,0.000000,0.000000,5.811089,8.255489,5.828089
12006,1,0,0,4,0.000000,0.000000,0.000000,1.228800,1.228800,0.343100,0.000000,0.000000,0.295200,0.005600,0.000000,0.000000,0.000000,0.000000,5.809789,8.232989,5.824389
12007,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.344900,0.000000,0.000000,0.285000,0.005000,0.000000,0.000000,0.000000,0.000000,5.809389,8.214489,5.824889
12008,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.356400,0.000000,0.000000,0.290000,0.005300,0.000000,0.000000,0.000000,0.000000,5.810089,8.227988,5.826088
12009,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.323400,0.000000,0.000000,0.254300,0.012900,0.000000,0.000000,0.000000,0.000000,5.808589,8.179389,5.821789
12010,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.345000,0.000000,0.000000,0.278100,0.004600,0.000000,0.000000,0.000000,0.000000,5.809388,8.193989,5.840388
12011,1,0,0,4,0.000000,0.000000,0.000000,1.226752,1.226752,0.349500,0.000000,0.000000,0.260500,0.012200,0.000000,0.000000,0.000000,0.000000,5.809589,8.197389,5.825489
12012,1,0,0,4,0.000000,0.000000,0.000000,1.225728,1.225728,0.306900,0.000000,0.000000,0.277900,0.010900,0.000000,0.000000,0.000000,0.000000,5.809289,8.196388,5.821388
12013,1,0,0,4,0.000000,0.000000,0.000000,1.222656,1.222656,0.304400,0.000000,0.000000,0.277500,0.004700,0.000000,0.000000,0.000000,0.000000,5.810589,8.188488,5.824288
12014,1,0,0,4,0.000000,0.000000,0.000000,1.231872,1.231872,0.343500,0.000000,0.000000,0.253400,0.012700,0.000000,0.000000,0.000000,0.000000,5.810089,8.188388,5.827788
12015,1,0,0,4,0.000000,0.000000,0.000000,1.227776,1.227776,0.359000,0.000000,0.000000,0.252200,0.011100,0.000000,0.000000,0.000000,0.000000,5.862288,8.237889,5.877089
12016,1,0,0,4,0.000000,0.000000,0.000000,1.224704,1.224704,0.299200,0.000000,0.000000,0.245400,0.005500,0.000000,0.000000,0.000000,0.000000,5.897689,8.251489,5.911089
12017,1,0,0,4,0.000000,0.000000,0.000000,1.228800,1.228800,0.291000,0.000000,0.000000,0.254100,0.037900,0.000000,0.000000,0.000000,0.000000,5.896889,8.261189,5.909289
