"(PDH-TSV 4.0) ("	"\\PC-201912230946\Memory\% Committed Bytes In Use"	"\\PC-201912230946\Process(HQVRMeeting)\% Processor Time"	"\\PC-201912230946\Process(HQVRMeeting)\Working Set - Private"	"\\PC-201912230946\Process(HQVRMeeting)\Working Set"	"\\PC-201912230946\Process(HQVRMeeting)\Handle Count"	"\\PC-201912230946\Process(HQVRMeeting)\Private Bytes"	"\\PC-201912230946\Process(HQVRMeeting)\Virtual Bytes"
"08/10/2022 11:04:18.968"	"40.876425137016092037"	"41.592748649954835116"	"1099919360"	"1220915200"	"1400"	"2857783296"	"17370427392"
"08/10/2022 11:04:19.968"	"40.876293843816100093"	"48.445033202663012162"	"1100251136"	"1221246976"	"1400"	"2858057728"	"17370427392"
"08/10/2022 11:04:20.966"	"40.87908643783980267"	"37.599812462162056192"	"1100914688"	"1221910528"	"1400"	"2858610688"	"17370427392"
"08/10/2022 11:04:21.964"	"40.878919358569874021"	"36.014372678482217793"	"1101512704"	"1222508544"	"1400"	"2859159552"	"17370427392"
"08/10/2022 11:04:22.966"	"40.879325112532669095"	"35.836266131804265456"	"1102110720"	"1223106560"	"1400"	"2859708416"	"17370427392"
"08/10/2022 11:04:23.963"	"40.879325112532669095"	"54.8879452873950342"	"1102442496"	"1223438336"	"1400"	"2859982848"	"17370427392"
"08/10/2022 11:04:24.963"	"40.882344437037211549"	"56.259294035374637133"	"1103040512"	"1224036352"	"1400"	"2860535808"	"17370427392"
"08/10/2022 11:04:25.961"	"40.881962548215398101"	"37.562210533084893882"	"1103769600"	"1224765440"	"1400"	"2861084672"	"17370427392"
"08/10/2022 11:04:26.951"	"40.885280221906789677"	"44.175012209973374411"	"1104498688"	"1225494528"	"1400"	"2861764608"	"17370427392"
"08/10/2022 11:04:27.959"	"40.879635405931537662"	"38.759770687026048108"	"1105162240"	"1226158080"	"1400"	"2862305280"	"17370427392"
"08/10/2022 11:04:28.958"	"40.879575731437554964"	"45.341613850253246198"	"1105760256"	"1226760192"	"1400"	"2862858240"	"17370427392"
"08/10/2022 11:04:29.954"	"40.878585200030023827"	"28.241887524084681615"	"1106358272"	"1227358208"	"1400"	"2863407104"	"17370427392"
"08/10/2022 11:04:30.969"	"41.082658116026472328"	"27.714645867428504999"	"1106989056"	"1227988992"	"1400"	"2863984640"	"17371475968"
"08/10/2022 11:04:31.968"	"41.105547696609413322"	"32.834157410227788887"	"1107386368"	"1228386304"	"1400"	"2864259072"	"17371475968"
"08/10/2022 11:04:32.960"	"41.115345582625678844"	"39.383328408211816907"	"1107984384"	"1228984320"	"1400"	"2864812032"	"17371475968"
"08/10/2022 11:04:33.960"	"41.107206521813573374"	"35.960752222386993537"	"1108615168"	"1229615104"	"1400"	"2865360896"	"17371475968"
