FPS
60
60
60
60
59
56
60
59
60
60
61
59
61
59
61
59
60
60
24
60
60
60
60
60
60
60
60
39
35
0
0
0
2
51
60
61
60
59
40
48
60
60
60
60
60
60
35
14
0
0
0
20
58
61
59
60
60
28
59
61
60
60
60
21
13
0
0
0
20
57
61
59
60
60
28
59
60
60
61
59
51
22
0
0
0
0
42
61
59
60
60
60
50
35
61
60
60
60
60
60
40
13
0
0
0
7
52
60
61
59
60
41
46
60
61
59
61
59
22
7
0
0
0
22
60
61
59
60
60
60
60
46
41
61
59
61
60
44
36
0
0
0
0
46
60
60
60
60
60
60
60
60
60
39
60
39
10
0
0
0
13
54
60
60
60
60
60
60
60
54
44
60
60
21
7
0
0
0
26
60
60
60
60
60
60
60
41
45
60
60
60
60
60
20
2
0
0
0
29
60
60
60
60
60
51
36
60
60
60
60
60
47
22
0
0
0
0
41
60
60
60
60
60
51
37
60
60
60
60
60
60
60
60
23
12
0
0
0
19
58
60
60
60
60
