Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds
997,3511,286,70,36,9999,0,0,0,4029,0,2,2,2419,441,2000,0,0,72,72,37,0,0,0,0,0,1440,1584,1106,721,0,9,25,25,30,28,4,9,4,5,14,0,0,10420,390,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,3511,286,70,36,9999,0,0,0,4029,0,2,2,2419,441,2000,0,0,72,72,37,0,0,0,0,0,1440,1584,1117,721,0,9,26,39,30,22,9,9,5,5,14,0,0,10420,390,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,3511,286,70,36,9999,0,65,0,4029,261,2,2,2419,441,2000,0,0,72,72,37,0,0,0,0,0,1440,1584,1117,721,0,9,26,39,30,22,9,9,5,5,14,0,0,10420,390,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,3511,286,70,36,0,0,0,0,4029,0,2,2,1382,441,1353,0,0,73,72,37,0,0,0,0,0,1440,1584,1115,722,0,47,23,35,33,19,47,42,0,5,5,0,0,10420,390,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,3511,286,70,36,0,0,0,0,4029,0,4,2,1478,441,1353,0,0,17,72,37,0,0,43,0,0,1440,1584,568,726,0,57,30,25,19,21,9,57,38,5,5,0,0,10420,390,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,3511,286,70,36,0,0,0,0,4029,0,4,2,1478,441,1353,0,0,17,72,38,0,0,43,0,0,1440,1584,568,726,0,57,30,25,19,21,9,57,38,5,5,0,0,10420,390,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,3511,286,70,36,0,0,0,0,4029,0,4,2,1478,441,2000,0,0,17,72,37,0,7,68,0,0,1440,1584,1503,734,0,80,31,16,22,26,23,0,80,9,5,0,0,10420,390,0,231,46,277,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998,3511,286,70,36,0,0,0,0,4029,0,4,2,1478,441,1353,0,0,3,72,41,0,11,47,0,0,1440,1584,137,729,0,14,36,35,19,28,10,0,14,9,7,0,0,10420,390,0,231,46,277,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8998,3511,286,70,36,0,0,65,0,4029,261,4,2,1478,441,2000,0,0,3,72,41,0,11,47,0,0,1440,1584,137,729,0,14,36,35,19,28,10,0,14,9,7,0,0,10420,390,0,231,46,277,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9998,3511,286,70,36,0,0,65,0,4029,261,4,2,1478,441,1353,0,0,3,72,42,0,11,47,0,0,1440,1584,137,729,0,14,36,35,19,28,10,0,14,9,7,0,0,10420,390,0,231,46,277,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
