FPS
61
60
60
60
60
60
60
60
60
26
51
61
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
39
19
0
0
0
18
54
61
60
60
60
26
60
60
59
61
60
60
60
60
60
60
59
35
7
0
0
0
25
61
59
61
60
44
42
60
60
60
60
59
61
60
60
60
60
59
61
36
35
0
0
0
3
51
61
59
61
59
60
60
28
59
61
60
60
59
61
60
60
59
58
32
0
0
0
0
38
60
61
59
60
60
60
28
59
61
59
61
60
60
59
61
59
61
36
25
0
0
0
11
54
61
60
59
60
60
60
60
60
50
38
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
57
36
0
0
0
0
37
61
59
60
61
59
45
44
60
60
60
60
60
59
61
60
60
59
41
27
0
0
0
8
53
61
59
60
60
38
49
60
60
60
59
60
60
61
59
61
56
36
0
0
0
0
35
60
61
59
60
58
30
60
60
61
59
60
60
60
60
61
59
37
7
0
0
0
26
60
60
60
60
60
27
61
59
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
32
7
0
0
0
25
60
60
60
60
60
25
60
60
60
60
60
60
60
60
60
60
60
37
14
0
0
0
19
59
60
