Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds
995,3590,286,56,36,1245,0,1320,0,3990,5266,2,2,2419,441,2000,0,0,72,72,37,0,0,0,0,0,1440,1584,1095,976,137,9,35,36,31,33,0,9,9,9,18,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,3590,286,56,36,1245,0,1398,0,3990,5578,2,2,2419,441,2000,0,0,73,72,37,0,0,0,0,0,1440,1584,1185,978,133,13,41,21,31,27,9,0,13,9,18,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,3590,286,56,36,1396,0,1396,0,4002,5586,2,2,2419,441,2000,0,0,73,72,35,0,0,0,0,0,1440,1584,1167,973,127,9,44,21,25,36,9,4,9,10,18,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,3590,286,56,36,1396,0,1058,0,4002,4234,2,2,1382,441,1555,0,0,73,72,35,0,0,0,0,0,1440,1584,1167,973,127,9,44,21,25,36,9,4,9,10,18,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4996,3590,286,56,36,1396,0,1242,0,4002,4970,4,2,1478,441,2000,0,0,15,72,37,0,2,53,0,0,1440,1584,1270,963,126,100,43,30,39,42,0,4,100,9,9,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5996,3590,286,56,36,1396,0,1305,0,4002,5222,4,2,1478,441,1353,0,0,15,72,38,0,2,53,0,0,1440,1584,1270,963,126,100,43,30,39,42,0,4,100,9,9,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996,3590,286,56,36,1396,0,1350,0,4002,5402,4,2,1478,441,2000,0,0,15,72,38,0,2,53,0,0,1440,1584,1270,963,126,100,43,30,39,42,0,4,100,9,9,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7996,3590,286,56,36,1396,0,1223,0,4002,4894,4,2,1478,441,2000,0,0,6,72,49,0,12,43,0,0,1440,1584,136,981,131,28,40,26,11,26,28,10,14,9,11,0,0,10420,389,0,231,46,277,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8996,3590,286,56,36,1396,0,1308,0,4002,5234,4,2,1478,441,1353,0,0,58,72,39,0,49,0,0,0,1440,1584,138,987,143,14,23,18,21,21,14,14,13,13,11,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9997,3590,286,56,36,1396,0,1261,0,4002,5046,4,2,1382,441,1353,0,0,58,72,40,0,49,0,0,0,1440,1584,138,987,143,14,23,18,21,21,14,14,13,13,11,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
