Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds
997,3642,286,57,37,1143,0,1175,0,4010,4711,3,2,2419,441,2000,0,0,74,72,54,0,58,0,0,0,1440,1584,1106,961,132,13,47,54,56,71,5,13,10,9,18,0,0,10430,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,3642,286,57,37,1143,0,1322,0,4010,5301,2,2,2419,441,2000,0,0,71,72,40,0,14,0,0,0,1440,1584,1149,969,130,13,33,33,6,30,5,13,13,9,18,0,0,10430,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,3642,286,57,37,1143,0,1260,0,4010,5052,2,2,2419,441,2000,0,0,71,72,39,0,14,0,0,0,1440,1584,1149,969,130,13,33,33,6,30,5,13,13,9,18,0,0,10430,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,3642,286,57,37,1143,0,977,0,4001,3908,2,2,1478,441,1353,0,0,72,72,38,0,0,0,0,0,1440,1584,1170,968,130,50,18,44,30,36,39,14,50,5,9,0,0,10430,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,3642,286,57,37,977,0,1222,0,4020,4912,4,2,1478,441,1353,0,0,15,72,38,0,2,52,0,0,1440,1584,1507,961,137,61,38,41,33,42,10,38,61,9,9,0,0,10430,389,0,231,46,277,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997,3642,286,57,37,977,0,1280,0,4020,5145,4,2,1478,441,1353,0,0,15,72,39,0,2,52,0,0,1440,1584,1507,961,137,61,38,41,33,42,10,38,61,9,9,0,0,10430,389,0,231,46,277,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,3642,286,57,37,1222,0,1304,0,4020,5242,4,2,1478,441,2000,0,0,15,72,39,0,2,52,0,0,1440,1584,1351,952,137,63,25,27,44,52,19,63,25,9,5,0,0,10430,389,0,231,46,277,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998,3642,286,57,37,1222,0,1172,0,4016,4706,4,2,1478,441,1353,0,0,6,72,50,0,11,41,0,0,1440,1584,135,747,0,18,30,39,23,16,18,9,10,9,7,0,0,10430,389,0,231,46,277,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997,3642,286,57,37,1172,0,1359,0,4016,5457,4,2,1478,441,2000,0,0,58,72,37,0,47,0,0,0,1440,1584,138,749,0,23,22,16,23,39,9,10,23,5,8,0,0,10430,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9997,3642,286,57,37,1172,0,1325,0,4016,5321,4,2,1478,441,1353,0,0,58,72,38,0,47,0,0,0,1440,1584,138,749,0,23,22,16,23,39,9,10,23,5,8,0,0,10430,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
