Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds
900,3586,310,76,39,9999,0,997,0,3989,3977,2,2,2419,441,2000,1,1,73,72,45,0,72,0,7,0,1440,1584,1621,1293,0,9,36,38,16,30,9,5,4,0,22,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,3586,310,76,39,9999,0,960,0,4014,3853,2,2,2419,441,2000,1,1,72,72,48,0,72,0,6,0,1440,1584,1626,1296,0,9,23,35,25,22,9,0,5,5,22,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,3586,310,76,39,9999,0,979,0,4014,3929,2,2,2419,441,2000,1,1,72,72,48,0,72,0,6,0,1440,1584,1678,1294,0,13,33,22,26,21,5,13,4,0,22,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,3586,310,76,39,9999,0,972,0,4014,3901,2,2,1171,441,1353,1,1,72,72,48,0,64,7,83,0,1440,1584,992,1298,0,13,39,28,31,14,13,5,13,5,18,0,0,10486,407,0,264,39,303,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,3586,310,76,39,9999,0,873,0,4014,3504,2,2,1171,441,1804,1,1,66,72,47,0,72,0,168,0,1440,1584,1021,1306,0,38,29,43,26,28,38,28,16,13,11,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5900,3586,310,76,39,9999,0,872,0,4014,3500,2,2,1382,441,2000,1,1,65,72,47,0,56,16,174,0,1440,1584,940,1296,0,18,36,44,36,21,10,5,18,13,17,0,0,10486,407,0,264,39,303,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,3586,310,76,39,9999,0,992,0,4014,3981,3,2,1382,441,2000,1,1,72,72,47,0,62,9,10,0,1440,1584,1385,1315,0,34,43,18,21,21,14,13,34,18,18,0,0,10486,407,0,264,39,303,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7899,3586,310,76,39,9999,0,928,0,4014,3724,3,2,1382,441,1353,1,1,62,72,46,0,68,4,6,0,1440,1584,1406,1313,0,14,25,38,22,21,14,14,14,10,21,0,0,10486,407,0,264,39,303,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8899,3586,310,76,39,9999,0,911,0,4014,3656,2,2,1171,441,1353,1,1,72,72,47,0,72,0,5,0,1440,1584,1587,1324,0,26,23,28,38,16,13,10,26,13,22,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,3586,310,76,39,9999,0,1036,0,4014,4158,2,2,1171,441,1353,1,1,72,72,47,0,67,4,5,0,1440,1584,1637,1304,0,42,63,52,56,60,35,21,42,30,23,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10904,3586,310,76,39,9999,0,1043,0,4014,4186,2,2,1171,441,2000,1,1,50,72,46,0,52,20,6,0,1440,1584,2086,1330,0,69,40,31,44,35,69,68,68,21,26,0,0,10486,407,0,264,39,303,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11900,3586,310,76,39,9999,0,1182,0,4000,4728,3,2,1478,441,2000,1,1,72,72,46,0,66,0,8,0,1440,1584,1956,1308,0,90,27,45,38,35,75,90,73,14,25,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12904,3586,310,76,39,9999,0,1008,0,4000,4032,4,2,1478,441,2000,1,1,71,72,44,0,66,0,5,0,1440,1584,1934,1317,0,69,25,38,33,21,40,5,69,5,10,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13901,3586,310,76,39,9999,0,1060,0,4000,4240,4,2,1478,441,1804,1,1,14,72,36,0,8,62,3,0,1440,1584,8099,1454,0,23,22,34,35,26,15,23,23,21,57,0,0,10486,407,0,264,39,303,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14900,3586,310,76,39,9999,0,1350,0,4000,5400,4,2,1478,441,1804,1,1,66,72,46,0,56,14,43,0,1440,1584,7966,1480,0,26,28,44,21,21,19,19,26,17,69,0,0,10486,407,0,264,39,303,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15901,3586,310,76,39,9999,0,1329,0,4000,5316,3,2,1382,441,1804,1,1,72,72,47,0,72,0,42,0,1440,1584,7900,1488,0,31,41,39,28,36,31,14,25,5,68,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16901,3586,310,76,39,9999,0,1367,0,4000,5468,3,2,1382,441,1804,1,1,72,72,47,0,70,0,8,0,1440,1584,7912,1489,0,25,23,36,40,11,25,21,18,18,68,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17900,3586,310,76,39,9999,0,1362,0,4000,5448,2,2,1171,441,1804,1,1,72,72,47,0,71,0,22,0,1440,1584,8114,1498,0,31,31,38,23,40,19,31,23,9,70,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18900,3586,310,76,39,9999,0,1385,0,4000,5540,2,2,1171,441,1804,1,1,72,72,47,0,65,0,14,0,1440,1584,8105,1503,0,33,26,37,21,38,16,33,27,9,70,0,0,10486,407,0,264,39,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20072,2709,1229,76,39,9999,0,1500,0,4000,6404,2,2,1171,441,1804,1,1,72,72,47,0,66,0,24,0,1440,1584,8009,1514,0,39,30,41,21,45,39,28,27,5,69,0,0,11829,1349,0,1163,48,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20901,2709,1229,76,39,9999,0,1500,0,4000,6404,2,2,1171,441,1804,1,1,72,72,47,0,71,0,21,0,1440,1584,8050,1505,0,30,36,43,22,11,30,30,28,0,70,0,0,11829,1349,0,1163,48,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21904,2709,1229,76,39,9999,0,1474,0,3976,5860,2,2,1171,441,1804,1,1,73,72,47,0,66,0,85,0,1440,1584,7894,1501,0,35,26,30,21,43,33,35,10,14,69,0,0,11829,1349,0,1163,48,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22901,2709,1229,76,39,9999,0,1500,0,3976,6051,2,2,1171,441,1804,1,1,72,72,47,0,65,0,85,0,1440,1584,8098,1517,0,36,30,50,33,31,36,23,30,10,70,0,0,11829,1349,0,1163,48,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23901,2709,1229,76,39,9999,0,1376,0,3976,5470,2,2,1171,441,1804,1,1,72,72,47,0,61,0,16,0,1440,1584,8013,1515,0,34,43,35,23,43,34,28,30,0,69,0,0,11829,1349,0,1163,48,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24901,2709,1229,76,39,9999,0,1331,0,3976,5292,2,2,1171,441,1804,1,1,72,72,47,0,71,0,44,0,1440,1584,7519,1476,0,33,51,17,21,37,33,25,18,5,66,0,0,11829,1349,0,1163,48,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25901,2709,1229,76,39,9999,0,1411,0,3976,5610,2,2,1171,441,1804,1,1,72,72,47,0,69,0,38,0,1440,1584,8054,1517,0,35,22,39,34,11,21,35,15,13,70,0,0,11829,1349,0,1163,48,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
