Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds
997,3647,285,65,38,1169,0,559,0,4048,2262,2,2,2419,441,2000,0,0,69,72,37,0,0,0,0,0,1440,1584,1106,979,134,9,16,38,34,34,9,9,5,5,18,0,0,10420,389,0,231,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,3647,285,65,38,559,0,1199,0,4048,4853,2,2,2419,441,2000,0,0,72,72,37,0,0,0,0,0,1440,1584,1089,978,136,9,35,39,31,39,5,5,9,10,18,0,0,10420,389,0,231,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,3647,285,65,38,559,0,1047,0,4048,4238,2,2,2419,441,2000,0,0,73,72,36,0,0,0,0,0,1440,1584,1172,980,137,9,45,25,21,30,4,9,9,9,18,0,0,10420,389,0,231,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,3647,285,65,38,559,0,1198,0,4048,4849,2,2,1478,441,1353,0,0,73,72,36,0,0,0,0,0,1440,1584,1179,979,137,52,45,45,27,35,10,52,30,5,9,0,0,10420,389,0,231,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,3647,285,65,38,559,0,1244,0,4048,5035,4,2,1478,441,1353,0,0,17,72,38,0,0,0,0,0,1440,1584,1667,976,137,61,28,25,17,25,5,38,61,5,9,0,0,10420,389,0,231,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,3647,285,65,38,559,0,1258,0,4048,5092,4,2,1478,441,1353,0,0,17,72,37,0,0,0,0,0,1440,1584,1667,976,137,61,28,25,17,25,5,38,61,5,9,0,0,10420,389,0,231,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,3647,285,65,38,559,0,1172,0,4094,4798,4,2,1478,441,2000,0,0,17,72,37,0,9,66,0,0,1440,1584,1704,980,140,81,36,43,47,25,18,81,5,9,9,0,0,10420,389,0,231,45,277,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998,3647,285,65,38,1172,0,1220,0,4098,4999,4,2,1478,441,1804,0,0,6,72,51,0,0,73,0,0,1440,1584,147,983,142,95,50,47,28,22,26,95,34,14,10,0,0,10420,389,0,231,45,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8998,3647,285,65,38,1220,0,1181,0,4098,4839,4,2,1478,441,2000,0,0,59,72,38,0,12,24,0,0,1440,1584,138,983,141,18,36,39,27,15,17,18,10,9,11,0,0,10420,389,0,231,45,277,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9998,3647,285,65,38,1220,0,1180,0,4094,4830,4,2,1478,441,1353,0,0,59,72,39,0,12,24,0,0,1440,1584,138,983,141,18,36,39,27,15,17,18,10,9,11,0,0,10420,389,0,231,45,277,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
