FPS
90
90
90
90
90
90
90
90
50
47
86
86
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
91
89
90
90
90
90
90
90
91
89
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
90
47
30
83
90
90
90
