FPS
61
59
60
60
60
59
61
55
60
60
60
60
59
61
60
60
59
60
60
61
59
36
60
60
60
60
60
60
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
60
60
60
60
60
60
60
60
59
61
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
60
60
59
61
59
61
59
61
60
60
59
61
60
59
60
60
60
61
59
60
61
59
60
61
60
59
60
60
60
61
59
60
61
60
59
59
60
61
59
60
60
60
60
21
8
0
0
0
22
59
61
59
60
60
60
48
50
61
60
60
59
61
59
61
59
61
60
59
60
61
60
60
59
60
60
61
59
60
60
61
59
61
59
60
61
59
60
60
60
60
61
59
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
59
60
60
60
60
60
37
15
0
0
0
7
51
60
60
60
60
60
35
47
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
58
60
60
60
60
60
60
60
60
60
60
60
60
60
60
38
37
0
0
0
3
51
60
60
60
60
60
60
60
38
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
48
19
0
0
0
0
32
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
