Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds
993,3614,285,69,39,9999,0,1072,0,3888,4167,2,2,2419,441,2000,0,0,71,72,36,0,0,2,0,0,1440,1584,1094,1130,0,13,36,26,31,16,9,13,5,9,15,0,0,10420,389,0,230,46,277,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,3614,285,69,39,9999,0,1181,0,3888,4591,2,2,2419,441,2000,0,0,72,72,37,0,0,0,0,0,1440,1584,1106,716,0,9,27,47,34,12,9,4,9,10,14,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,3614,285,69,39,9999,0,958,0,3913,3748,2,2,2419,441,2000,0,0,73,72,36,0,0,0,0,0,1440,1584,1103,716,0,9,61,31,68,76,5,9,9,5,14,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,3614,285,69,39,9999,0,1268,0,3913,4961,2,2,2419,441,2000,0,0,73,72,37,0,0,0,0,0,1440,1584,1103,716,0,9,61,31,68,76,5,9,9,5,14,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4994,3614,285,69,39,9999,0,944,0,3907,3688,2,2,1382,441,2000,0,0,73,72,37,0,0,0,0,0,1440,1584,1117,720,0,50,30,35,19,26,50,50,0,5,5,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5994,3614,285,69,39,9999,0,978,0,3907,3821,3,2,1478,441,1353,0,0,18,72,35,0,0,0,0,0,1440,1584,1067,722,0,57,28,33,22,28,57,0,39,9,5,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,3614,285,69,39,9999,0,995,0,3907,3887,3,2,1478,441,1353,0,0,18,72,35,0,0,0,0,0,1440,1584,1067,722,0,57,28,33,22,28,57,0,39,9,5,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7994,3614,285,69,39,9999,0,1164,0,3907,4547,4,2,1478,441,1804,0,0,18,72,35,0,1,56,0,0,1440,1584,1102,720,0,78,50,38,31,43,78,31,14,13,5,0,0,10420,389,0,230,46,277,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,3614,285,69,39,9999,0,939,0,3907,3668,4,2,1478,441,1804,0,0,6,72,40,0,15,35,0,0,1440,1584,136,736,0,25,36,22,25,19,25,5,19,9,7,0,0,10420,389,0,230,46,277,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9994,3614,285,69,39,9999,0,1326,0,3907,5180,4,2,1478,441,2000,0,0,59,72,43,0,60,0,0,0,1440,1584,137,734,0,14,22,43,23,19,14,9,10,9,7,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10994,3614,285,69,39,9999,0,1151,0,3907,4496,4,2,1478,441,1353,0,0,59,72,42,0,60,0,0,0,1440,1584,137,734,0,14,22,43,23,19,14,9,10,9,7,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11994,3614,285,69,39,9999,0,1112,0,3907,4344,4,2,1478,490,1353,0,0,59,72,42,0,60,0,0,0,1440,1584,137,734,0,14,22,43,23,19,14,9,10,9,7,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12994,3614,285,69,39,9999,0,972,0,3907,3797,4,2,1478,490,1353,0,0,59,72,43,0,60,0,0,0,1440,1584,137,734,0,14,22,43,23,19,14,9,10,9,7,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13995,3614,285,69,39,9999,0,1187,0,3907,4637,3,3,1478,490,1555,0,0,59,72,43,0,60,0,0,0,1440,1584,136,735,0,95,19,38,39,15,95,0,0,5,98,0,0,10420,389,0,230,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14994,3614,285,69,39,9999,0,1500,0,3913,6053,4,3,1478,490,1804,0,0,66,72,56,1,3,40,0,0,1440,1584,13377,950,0,30,31,30,31,33,30,26,19,9,98,0,0,10420,389,0,230,46,277,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15994,3614,285,69,39,9999,0,1165,0,3913,4558,4,3,1478,490,2000,0,0,50,72,52,1,3,40,0,0,1440,1584,13846,922,0,5,25,36,34,28,5,0,5,4,96,0,0,10420,389,0,230,46,277,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16994,3614,285,69,39,9999,0,1500,0,3913,6084,4,3,1478,490,1555,0,0,65,72,51,0,0,10,0,0,1440,1584,13936,957,0,23,22,34,39,42,14,23,14,5,95,0,0,10420,389,0,230,46,277,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
