Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds
996,3620,285,67,39,9999,0,1041,0,3849,4006,2,2,2419,441,2000,0,0,74,72,53,0,43,0,0,0,1440,1584,1103,720,0,9,23,38,38,36,9,9,9,0,14,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,3620,285,67,39,9999,0,1103,0,3849,4245,2,2,2419,441,2000,0,0,71,72,41,0,29,0,0,0,1440,1584,1133,711,0,13,44,68,52,63,13,5,0,5,15,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,3620,285,67,39,9999,0,1108,0,3849,4264,2,2,2419,441,2000,0,0,71,72,41,0,29,0,0,0,1440,1584,1133,711,0,13,44,68,52,63,13,5,0,5,15,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,3620,285,67,39,9999,0,1141,0,3849,4391,2,2,1382,441,2000,0,0,72,72,40,0,0,0,0,0,1440,1584,1202,704,0,64,30,33,23,25,0,64,33,13,5,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,3620,285,67,39,9999,0,1054,0,3849,4056,4,2,1478,441,2000,0,0,17,72,40,0,0,37,0,0,1440,1584,1143,730,0,52,47,26,27,11,45,52,0,5,5,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997,3620,285,67,39,9999,0,944,0,3849,3633,4,2,1478,441,1353,0,0,17,72,40,0,0,37,0,0,1440,1584,1143,730,0,52,47,26,27,11,45,52,0,5,5,0,0,10420,389,0,231,46,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6997,3620,285,67,39,9999,0,947,0,3849,3645,4,2,1478,441,2000,0,0,17,72,40,0,7,68,0,0,1440,1584,1393,734,0,52,29,25,30,21,50,52,4,9,5,0,0,10420,389,0,231,46,277,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7997,3620,285,67,39,9999,0,1014,0,3849,3902,4,2,1478,441,1353,0,0,6,72,49,0,11,53,0,0,1440,1584,134,732,0,14,30,36,16,22,14,5,14,5,7,0,0,10420,389,0,231,46,277,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997,3620,285,67,39,9999,0,976,0,3891,3797,4,2,1478,441,1804,0,0,6,72,49,0,11,53,0,0,1440,1584,134,732,0,14,30,36,16,22,14,5,14,5,7,0,0,10420,389,0,231,46,277,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9997,3620,285,67,39,9999,0,1040,0,3891,4046,4,2,1478,441,1353,0,0,6,72,49,0,11,53,0,0,1440,1584,134,732,0,14,30,36,16,22,14,5,14,5,7,0,0,10420,389,0,231,46,277,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
